Ideal,Noisy,Data Path
"[0.01874, -0.014220000000000003, -0.01314, -0.0023200000000000004, -0.02204]","[0.008879999999999999, -0.015360000000000002, -0.01456, -0.0024800000000000004, -0.0208]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J07.pk
"[0.012979999999999998, -0.011480000000000002, -0.01284, -0.0187, -0.012660000000000001]","[0.006559999999999999, -0.012400000000000001, -0.01552, -0.0172, -0.01024]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J08.pk
"[0.010960000000000001, 0.0038800000000000006, -0.006340000000000001, -0.005319999999999998, 0.007639999999999999]","[0.0016800000000000003, -0.004000000000000001, -0.01112, -0.007799999999999999, 0.0015600000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J09.pk
"[-0.23958000000000002, -0.21084000000000003, -0.17734, -0.17944000000000002, -0.12513999999999997]","[-0.16648000000000002, -0.13844, -0.1422, -0.14596, -0.07795999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J10.pk
"[0.01694, 0.0024399999999999986, -0.0004800000000000004, -0.0037200000000000006, -0.025800000000000003]","[0.01272, -0.004960000000000001, -0.00496, -0.005840000000000001, -0.023200000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J11.pk
"[0.01122, -0.0032600000000000003, -0.01248, 0.010799999999999999, -0.015800000000000005]","[0.0026000000000000007, -0.00688, -0.01296, 0.002279999999999999, -0.015000000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J12.pk
"[-0.10129999999999999, -0.13732, -0.04050000000000001, -0.026940000000000006, -0.08022]","[-0.07476, -0.10371999999999999, -0.03252000000000001, -0.023080000000000003, -0.06364]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J13.pk
"[-0.0907, -0.017720000000000014, -0.052899999999999996, -0.06836, -0.020380000000000002]","[-0.07024, -0.031200000000000006, -0.038759999999999996, -0.04672, -0.0182]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J14.pk
"[-0.14998, -0.03168, -0.05038000000000001, -0.056080000000000005, -0.02884]","[-0.11008, -0.0206, -0.040040000000000006, -0.04612, -0.02888]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J15.pk
"[0.016579999999999998, 0.02928, -0.03246, 0.0019399999999999997, 0.01996]","[0.011199999999999998, 0.01572, -0.02772, -0.0010000000000000002, 0.008119999999999999]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J16.pk
"[0.00864, -0.00498, 0.001579999999999999, 0.025060000000000006, -0.019280000000000005]","[0.00284, -0.005, -0.00416, 0.015400000000000002, -0.017480000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J17.pk
"[-0.004479999999999999, -0.013740000000000002, 0.021440000000000004, 0.0052, -0.02378]","[-0.007639999999999999, -0.010440000000000001, 0.011600000000000003, -0.0028, -0.01884]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J18.pk
"[-0.011579999999999998, 0.010620000000000001, -0.027240000000000004, -0.022959999999999998, 0.041620000000000004]","[-0.008039999999999999, 0.0030800000000000003, -0.019880000000000002, -0.0174, 0.02756]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J19.pk
"[0.00574, -0.004179999999999999, 0.00756, 0.04038, 0.0007000000000000001]","[0.0010000000000000002, -0.006839999999999999, 0.0002799999999999997, 0.02268, -0.00396]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J20.pk
"[-0.07926, -0.025880000000000007, -0.17902, -0.08456000000000002, -0.1066]","[-0.054279999999999995, -0.016600000000000004, -0.13152, -0.06360000000000002, -0.08816]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J21.pk
"[-0.004100000000000002, -0.058120000000000005, -0.03102, 0.0021800000000000005, -0.019140000000000004]","[-0.000800000000000001, -0.0442, -0.02036, -0.0014799999999999993, -0.013160000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J22.pk
"[-0.023720000000000005, -0.00746, 0.009439999999999999, 0.010960000000000001, 0.020900000000000005]","[-0.02832, -0.00472, 0.0050799999999999994, 0.007520000000000001, 0.011080000000000003]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J23.pk
"[0.00722, -0.023440000000000003, -0.02502, -0.0027600000000000007, 0.02808]","[-0.0024400000000000003, -0.01804, -0.01968, -0.0056, 0.01484]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J24.pk
"[0.011000000000000001, 2.0000000000000052e-05, -0.006899999999999999, -0.001400000000000001, 0.010400000000000001]","[0.0026000000000000003, -0.0047599999999999995, -0.01452, -0.006480000000000001, 0.0022800000000000008]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J25.pk
"[-0.01682, -0.07254, -0.055240000000000004, -0.017980000000000006, -0.04992]","[-0.02088, -0.043519999999999996, -0.04304, -0.021480000000000003, -0.0344]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J26.pk
"[0.0114, -0.0015800000000000007, -0.0021999999999999984, -0.0014800000000000013, 0.006820000000000001]","[0.0042, -0.00736, -0.005199999999999999, -0.00736, 0.0002800000000000004]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J27.pk
"[0.011800000000000001, -0.012580000000000001, -0.022139999999999996, -0.027139999999999997, 0.008920000000000003]","[0.004640000000000001, -0.0126, -0.018279999999999998, -0.023, 0.001320000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J28.pk
"[-0.23265999999999998, -0.134, -0.17370000000000002, 0.10219999999999999, -0.22854]","[-0.15267999999999998, -0.09, -0.13256, 0.06928, -0.18184]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J29.pk
"[0.00602, -0.027880000000000002, -0.00668, -0.030379999999999997, -0.021880000000000004]","[-0.0015600000000000004, -0.019, -0.00784, -0.02208, -0.020560000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J30.pk
"[-0.05068, -0.19054000000000004, -0.01896, -0.047899999999999984, 0.02552]","[-0.043480000000000005, -0.14592000000000002, -0.01932, -0.03763999999999999, 0.017400000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J31.pk
"[-0.12704, -0.18088, -0.10962000000000002, -0.33971999999999997, 0.08912]","[-0.088, -0.12476000000000001, -0.07812000000000001, -0.22504, 0.05484]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J32.pk
"[-0.013919999999999995, -0.02164, 0.003900000000000001, 0.008339999999999998, -0.01622]","[-0.013279999999999997, -0.019, -0.0033199999999999987, 0.0036399999999999996, -0.0098]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J33.pk
"[0.013340000000000003, 0.00964, -0.01874, 0.02382, 0.009080000000000001]","[0.006320000000000001, 0.003, -0.01492, 0.01224, -0.0024799999999999996]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J34.pk
"[-0.004100000000000001, -0.007360000000000002, -0.00712, -0.008379999999999999, -0.0071800000000000015]","[-0.0048000000000000004, -0.01328, -0.00392, -0.008199999999999999, -0.006720000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J35.pk
"[-0.0019000000000000015, -0.04196, -0.027180000000000003, -0.0005600000000000015, -0.021779999999999997]","[-0.003280000000000001, -0.0348, -0.02408, -0.00044000000000000083, -0.01868]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J36.pk
"[0.0337, -0.0422, -0.11662000000000002, -0.19438, -0.07486]","[0.02384, -0.0364, -0.10028000000000001, -0.14076, -0.06152]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J37.pk
"[-0.00040000000000000105, -0.0126, 0.014819999999999998, 0.007160000000000001, -0.007220000000000002]","[-0.0058, -0.01316, 0.00592, 0.0016400000000000008, -0.009760000000000001]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J38.pk
"[-0.026899999999999997, -0.00754, -0.0006600000000000017, -0.0035999999999999986, 0.011859999999999999]","[-0.023039999999999998, -0.00944, -0.001200000000000001, -0.004559999999999999, 0.00896]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J39.pk
"[-0.26272, 0.024099999999999996, -0.0023000000000000034, -0.039099999999999996, -0.07518]","[-0.17936000000000002, 0.0006399999999999989, 0.008559999999999998, -0.028159999999999998, -0.0546]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J40.pk
"[-0.035519999999999996, -0.00444, 0.00184, -0.009659999999999998, 0.020320000000000005]","[-0.02752, -0.00544, -0.0029599999999999995, -0.01356, 0.009360000000000002]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J41.pk
"[-0.18564000000000003, -0.38192, -0.19932000000000002, -0.1709, -0.09947999999999997]","[-0.15212, -0.27208, -0.15052000000000001, -0.15488, -0.06927999999999998]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J42.pk
"[-0.037200000000000004, -0.012639999999999998, 0.019100000000000002, -0.010100000000000001, -0.014039999999999999]","[-0.03164, -0.01236, 0.011920000000000002, -0.01172, -0.01228]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J43.pk
"[-0.013679999999999998, -0.06412, -0.02942000000000001, 0.01242, 0.0023400000000000053]","[-0.011519999999999999, -0.04808, -0.017400000000000006, 0.0038400000000000005, 0.0022400000000000033]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J44.pk
"[-0.010820000000000001, -0.012180000000000002, 0.00284, 0.016880000000000003, -0.01168]","[-0.00888, -0.01156, 0.00023999999999999976, 0.007160000000000001, -0.00976]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J45.pk
"[0.023199999999999995, -0.04424, -0.04429999999999999, -0.046619999999999995, 0.02338]","[0.012079999999999997, -0.032, -0.033999999999999996, -0.034199999999999994, 0.01708]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J46.pk
"[0.00522, 0.001000000000000001, 0.0038399999999999984, -0.02316, -0.001239999999999999]","[0.00228, -0.0004399999999999996, -0.0034400000000000008, -0.02084, -0.00588]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J47.pk
"[0.0035800000000000007, -0.02308, -0.02214, -0.01332, 0.00252]","[-0.002639999999999999, -0.02332, -0.0224, -0.01576, -0.0033599999999999997]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J48.pk
"[-0.04411999999999999, -0.008219999999999998, -0.07292000000000001, -0.10540000000000001, -0.03577999999999999]","[-0.04368, -0.00896, -0.07060000000000001, -0.08264, -0.035199999999999995]",../tutorials/data/ising_zne_hardware/100q_brisbane/step_10_J49.pk
